0.06441,0.06898,0.06714,0.06199,0.04163,0.05013,0.0312,0.02929,0.07924,0.07578,0.07926,0.06222,0.0562,0.06139,0.0383,0.03248,0.06182,0.06499,0.06364,0.04737,0.03377,0.04668,0.02777,0.01951,0.07383,0.07578,0.07133,0.05456,0.0562,0.05702,0.03303,0.02247,0.5,0.5,0,0,0,0,0,0,1.05824,1.00992,0.9487,0.83291,0.82988,0.83408,0.69935,0.65069,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.13225,0.14861,0.15898,0.16389,0.17036,0.17069,0.16571,0.14908
0.06898,0.06714,0.06199,0.04163,0.05013,0.0312,0.02929,0.02747,0.07578,0.07926,0.06222,0.0562,0.06139,0.0383,0.03248,0.03426,0.06499,0.06364,0.04737,0.03377,0.04668,0.02777,0.01951,0.02588,0.07578,0.07133,0.05456,0.0562,0.05702,0.03303,0.02247,0.02905,0.5,0,0,0,0,0,0,0,1.00992,0.9487,0.83291,0.82988,0.83408,0.69935,0.65069,0.71734,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.14861,0.15898,0.16389,0.17036,0.17069,0.16571,0.14908,0.13368
0.06714,0.06199,0.04163,0.05013,0.0312,0.02929,0.02747,0.03668,0.07926,0.06222,0.0562,0.06139,0.0383,0.03248,0.03426,0.03916,0.06364,0.04737,0.03377,0.04668,0.02777,0.01951,0.02588,0.02834,0.07133,0.05456,0.0562,0.05702,0.03303,0.02247,0.02905,0.03127,0,0,0,0,0,0,0,0,0.9487,0.83291,0.82988,0.83408,0.69935,0.65069,0.71734,0.74863,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.15898,0.16389,0.17036,0.17069,0.16571,0.14908,0.13368,0.12578
0.06199,0.04163,0.05013,0.0312,0.02929,0.02747,0.03668,0.02921,0.06222,0.0562,0.06139,0.0383,0.03248,0.03426,0.03916,0.03212,0.04737,0.03377,0.04668,0.02777,0.01951,0.02588,0.02834,0.02248,0.05456,0.0562,0.05702,0.03303,0.02247,0.02905,0.03127,0.02651,0,0,0,0,0,0,0,0,0.83291,0.82988,0.83408,0.69935,0.65069,0.71734,0.74863,0.73556,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.16389,0.17036,0.17069,0.16571,0.14908,0.13368,0.12578,0.11256
0.04163,0.05013,0.0312,0.02929,0.02747,0.03668,0.02921,0.03332,0.0562,0.06139,0.0383,0.03248,0.03426,0.03916,0.03212,0.03957,0.03377,0.04668,0.02777,0.01951,0.02588,0.02834,0.02248,0.03176,0.0562,0.05702,0.03303,0.02247,0.02905,0.03127,0.02651,0.03778,0,0,0,0,0,0,0,0,0.82988,0.83408,0.69935,0.65069,0.71734,0.74863,0.73556,0.85143,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.17036,0.17069,0.16571,0.14908,0.13368,0.12578,0.11256,0.10752
0.05013,0.0312,0.02929,0.02747,0.03668,0.02921,0.03332,0.03183,0.06139,0.0383,0.03248,0.03426,0.03916,0.03212,0.03957,0.03405,0.04668,0.02777,0.01951,0.02588,0.02834,0.02248,0.03176,0.02561,0.05702,0.03303,0.02247,0.02905,0.03127,0.02651,0.03778,0.0265,0,0,0,0,0,0,0,0,0.83408,0.69935,0.65069,0.71734,0.74863,0.73556,0.85143,0.76553,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.17069,0.16571,0.14908,0.13368,0.12578,0.11256,0.10752,0.09979
0.0312,0.02929,0.02747,0.03668,0.02921,0.03332,0.03183,0.01854,0.0383,0.03248,0.03426,0.03916,0.03212,0.03957,0.03405,0.03515,0.02777,0.01951,0.02588,0.02834,0.02248,0.03176,0.02561,0.0181,0.03303,0.02247,0.02905,0.03127,0.02651,0.03778,0.0265,0.02895,0,0,0,0,0,0,0,0,0.69935,0.65069,0.71734,0.74863,0.73556,0.85143,0.76553,0.80651,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.16571,0.14908,0.13368,0.12578,0.11256,0.10752,0.09979,0.09445
0.02929,0.02747,0.03668,0.02921,0.03332,0.03183,0.01854,0.02517,0.03248,0.03426,0.03916,0.03212,0.03957,0.03405,0.03515,0.03047,0.01951,0.02588,0.02834,0.02248,0.03176,0.02561,0.0181,0.01988,0.02247,0.02905,0.03127,0.02651,0.03778,0.0265,0.02895,0.02672,0,0,0,0,0,0,0,0,0.65069,0.71734,0.74863,0.73556,0.85143,0.76553,0.80651,0.80068,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.14908,0.13368,0.12578,0.11256,0.10752,0.09979,0.09445,0.08885
0.02747,0.03668,0.02921,0.03332,0.03183,0.01854,0.02517,0.02664,0.03426,0.03916,0.03212,0.03957,0.03405,0.03515,0.03047,0.03872,0.02588,0.02834,0.02248,0.03176,0.02561,0.0181,0.01988,0.02467,0.02905,0.03127,0.02651,0.03778,0.0265,0.02895,0.02672,0.03872,0,0,0,0,0,0,0,0,0.71734,0.74863,0.73556,0.85143,0.76553,0.80651,0.80068,0.9694,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.13368,0.12578,0.11256,0.10752,0.09979,0.09445,0.08885,0.08249
0.03668,0.02921,0.03332,0.03183,0.01854,0.02517,0.02664,0.03304,0.03916,0.03212,0.03957,0.03405,0.03515,0.03047,0.03872,0.03698,0.02834,0.02248,0.03176,0.02561,0.0181,0.01988,0.02467,0.0291,0.03127,0.02651,0.03778,0.0265,0.02895,0.02672,0.03872,0.03413,0,0,0,0,0,0,0,0,0.74863,0.73556,0.85143,0.76553,0.80651,0.80068,0.9694,0.9223,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.12578,0.11256,0.10752,0.09979,0.09445,0.08885,0.08249,0.08082
0.02921,0.03332,0.03183,0.01854,0.02517,0.02664,0.03304,0.03288,0.03212,0.03957,0.03405,0.03515,0.03047,0.03872,0.03698,0.03419,0.02248,0.03176,0.02561,0.0181,0.01988,0.02467,0.0291,0.01894,0.02651,0.03778,0.0265,0.02895,0.02672,0.03872,0.03413,0.02308,0,0,0,0,0,0,0,0,0.73556,0.85143,0.76553,0.80651,0.80068,0.9694,0.9223,0.82642,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.11256,0.10752,0.09979,0.09445,0.08885,0.08249,0.08082,0.0707
0.03332,0.03183,0.01854,0.02517,0.02664,0.03304,0.03288,0.0165,0.03957,0.03405,0.03515,0.03047,0.03872,0.03698,0.03419,0.02887,0.03176,0.02561,0.0181,0.01988,0.02467,0.0291,0.01894,0.01281,0.03778,0.0265,0.02895,0.02672,0.03872,0.03413,0.02308,0.02887,0,0,0,0,0,0,0,0,0.85143,0.76553,0.80651,0.80068,0.9694,0.9223,0.82642,0.95881,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06407,0.06348,0.10752,0.09979,0.09445,0.08885,0.08249,0.08082,0.0707,0.06292
